Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
RattanIndia Enterprises Ltd.,RTNINDIA,INE834M01019,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,Green,"Technology-focused holding company with verticals in electric two-wheelers (Revolt Motors), drones (NeoSky), fintech (WeFin), e-commerce (Cocoblu Retail) and fashion brands (Neobrands). None of these involve animal-derived inputs or animal-harm revenue, so Green.",
Eternal Ltd.,ETERNAL,INE758T01015,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,Red,"Operates food delivery and quick-commerce platforms. Hyperpure, its B2B supplies arm, directly procures, processes, and distributes raw meat and poultry to restaurants as a core business segment (>10% FY26 revenue), placing the company in Red under Section 8 and Table 3.",
BSE Ltd.,BSE,INE118H01025,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,Green,"Operates India's oldest stock exchange, providing equity, derivatives, mutual-fund and market-data infrastructure. Neutral market plumbing that neither lends nor invests capital into industry, so Green under Section 9 and Table 4, consistent with IEX, MCX, CDSL and NSDL. (Corrects a justification and Orange band previously carried over in error from Ethos.)",
Indian Energy Exchange Ltd.,IEX,INE022Q01020,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,Green,"Operates India's principal power exchange for trading electricity (day-ahead, real-time and term-ahead) plus renewable energy certificates and green-power contracts. This is neutral energy-market infrastructure with no animal-derived product and no direct animal-harm linkage, so Green - consistent with BSE and MCX.",
Multi Commodity Exchange of India Ltd.,MCX,INE745G01043,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,Green,"Operates a commodity-derivatives exchange trading bullion, base metals, energy and plant-based agri commodities (e.g. cotton, crude palm oil, mentha). It lists no live-animal, meat, poultry or dairy contracts, so it is neutral market infrastructure with no direct animal-harm linkage — consistent with the Indian Energy Exchange (Green).",
Solar Industries India Ltd.,SOLARINDS,INE343H01029,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,Red,"Manufactures defence ammunition, explosive charges, and propellants. Products are directly used in military and paramilitary operations causing death and injury to living beings.",
Indian Metals & Ferro Alloys Ltd.,IMFA,INE919H01018,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Green,Manufactures ferroalloys for steel industry. Metallurgical processing does not involve animal testing or animal-derived inputs.,
Maithan Alloys Ltd.,MAITHANALL,INE683C01011,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,Green,Manufactures ferroalloys for steel industry. Metallurgical processing does not involve animal testing or animal-derived inputs.,
Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT,INE085A01013,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Green,"Manufactures synthetic urea and trades complex fertilizers, made from natural gas. Inorganic fertilizer chemistry for crop farming with no material animal-derived input - the bone-meal and feed-crop reasoning is a marginal, generic-enabling premise we do not escalate on - so Green.",
Coromandel International Ltd.,COROMANDEL,INE169A01031,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Red,"A leading fertilizer producer that also runs one of India's largest crop-protection businesses, including insecticides. Its insecticides are biocidal products designed to kill insects (a direct animal-harm activity) and crop protection is a material part of revenue, so Red.",
E.I.D. Parry (India) Ltd.,EIDPARRY,INE126A01031,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Red,"Holding company whose consolidated business is dominated by its subsidiary Coromandel International (fertilizers and crop protection, including insecticides), alongside its own sugar and nutraceuticals. Rated Red because the dominant Coromandel crop-protection business makes biocidal insecticides - consistent with rating a holding by its dominant subsidiary, as with Bombay Burmah and Britannia.",
Fertilisers and Chemicals Travancore Ltd.,FACT,INE188A01015,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Green,"Manufactures urea, ammonium sulphate and complex fertilizers along with caprolactam. Inorganic fertilizer and chemical production for crop farming with no material animal-derived input, so Green.",
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,INE026A01025,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Green,"Manufactures urea and complex fertilizers (NPK, DAP) alongside industrial chemicals such as caprolactam and melamine. Inorganic fertilizer chemistry with no material animal-derived input, so Green.",
National Fertilizers Ltd.,NFL,INE870D01012,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Green,"Nitrogenous (urea) fertilizer producer. Inorganic fertilizer chemistry with no material animal-derived input, so Green.",
Paradeep Phosphates Ltd.,PARADEEP,INE088F01024,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Green,"Manufactures phosphatic fertilizers - DAP and NPK - from rock phosphate and phosphoric acid. Inorganic fertilizer chemistry with no material animal-derived input, so Green.",
Rashtriya Chemicals & Fertilizers Ltd.,RCF,INE027A01015,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Green,"Manufactures urea and complex fertilizers along with industrial chemicals. Inorganic fertilizer chemistry for crop farming with no material animal-derived input, so Green.",
PVR INOX Ltd.,PVRINOX,INE191H01014,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,Orange,"Cinema-exhibition chain; core is film exhibition, but it directly sells non-veg food items at its F&B concessions (F&B is ~25–30% of revenue, with a non-veg sub-set). Directly selling animal-derived food places it in Orange",
Share India Securities Ltd.,SHAREINDIA,INE932X01026,Financial Services,Financial Services,Stockbroking & Allied,Finance & Investments,Orange,Provides financial and investment services where investment portfolios include equity and debt instruments issued by animal-dependent companies. Capital allocation enables animal-harming industries to scale operations.,
Housing & Urban Development Corporation Ltd.,HUDCO,INE031A01017,Financial Services,Financial Services,Finance,Financial Institution,Green,"Government-owned financial institution dedicated to social housing projects and urban infrastructure development. Financing is locked exclusively to an animal-neutral purpose, placing it in Green under Section 9 and Table 4.",
IFCI Ltd.,IFCI,INE039A01010,Financial Services,Financial Services,Finance,Financial Institution,Orange,"Operates as development finance or infrastructure funding institution with lending portfolios that include exposure to agriculture, food processing, and pharmaceutical sectors. Institutions like IFCI and REC finance industrial projects that may include meat processing plants, dairy cooperatives, and pharmaceutical facilities conducting animal testing.",
Indian Railway Finance Corporation Ltd.,IRFC,INE053F01010,Financial Services,Financial Services,Finance,Financial Institution,Green,"Dedicated financing arm of Indian Railways, funding railway rolling stock and infrastructure. Financing is locked exclusively to an animal-neutral railway transport infrastructure purpose, placing it in Green under Section 9 and Table 4.",
Indian Renewable Energy Development Agency Ltd.,IREDA,INE202E01016,Financial Services,Financial Services,Finance,Financial Institution,Green,"Specialized financial institution dedicated exclusively to renewable energy and energy efficiency projects (solar, wind, hydro). Financing is locked to an animal-neutral green energy purpose, placing it in Green under Section 9 and Table 4.",
Power Finance Corporation Ltd.,PFC,INE134E01011,Financial Services,Financial Services,Finance,Financial Institution,Green,"Specialized financial institution dedicated to power sector generation, transmission, and distribution infrastructure. Financing is locked to an animal-neutral energy infrastructure purpose, placing it in Green under Section 9 and Table 4.",
REC Ltd.,RECLTD,INE020B01018,Financial Services,Financial Services,Finance,Financial Institution,Green,"Specialized infrastructure financier funding power generation, transmission, and distribution projects. Financing is locked to an animal-neutral energy infrastructure purpose, placing it in Green under Section 9 and Table 4.",
Anand Rathi Wealth Ltd.,ANANDRATHI,INE463V01026,Financial Services,Financial Services,Capital Markets,Financial Products Distributor,Orange,"Distributes financial products including insurance policies that cover livestock, poultry farms, and animal agriculture operations. Distribution of animal agriculture insurance products enables risk management for animal-dependent businesses.",
